variant,iteration,model_id,run_id,run_json,version,timestamp,provider,harness,harness_version,policy_version,policy_enabled_features,total_runtime_sec,overall_score,quality_score,speed_score,reliability_score,value_score,speed_metrics_generation_tok_per_sec,analysis_failure_classes_json,analysis_json,benchloop_model_id,iteration_id,machine_backend,machine_cpu,machine_endpoint,machine_gpu,machine_gpu_memory_gb,machine_hardware_label,machine_is_remote,machine_machine_id,machine_os,machine_remote_host,machine_system_memory_gb,model_alias,model_family,model_model_id,model_parameter_count,model_quantization,policy_json,sampler_temp,sampler_top_k,sampler_top_p,speed_metrics_prompt_eval_tok_per_sec,speed_metrics_total_latency_ms,speed_metrics_ttft_ms,suite_agent_fail_count,suite_agent_median_latency_ms,suite_agent_pass_count,suite_agent_score,suite_agent_task_count,suite_coding_fail_count,suite_coding_median_latency_ms,suite_coding_pass_count,suite_coding_score,suite_coding_task_count,suite_dataextract_fail_count,suite_dataextract_median_latency_ms,suite_dataextract_pass_count,suite_dataextract_score,suite_dataextract_task_count,suite_instructfollow_fail_count,suite_instructfollow_median_latency_ms,suite_instructfollow_pass_count,suite_instructfollow_score,suite_instructfollow_task_count,suite_reasonmath_fail_count,suite_reasonmath_median_latency_ms,suite_reasonmath_pass_count,suite_reasonmath_score,suite_reasonmath_task_count,suite_speed_fail_count,suite_speed_median_latency_ms,suite_speed_pass_count,suite_speed_score,suite_speed_task_count,suite_toolcall_fail_count,suite_toolcall_median_latency_ms,suite_toolcall_pass_count,suite_toolcall_score,suite_toolcall_task_count
gemma4_harness_optimized_17x,13,gemma-4-E2B-it-qat-UD-Q4_K_XL,2026-06-06T18:17:12.283983+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter13,results/benchloop/gemma4-harness-optimized/iteration-13/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T18:17:12.283983+00:00,openai_compat,raw,v1,iter-13,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls,370.5038852499856,71.48490262172285,74.92666666666666,71.32,64.04494382022472,23.687680527088236,49.36296933401204,"{""tool_partial_batch"":1,""coding_semantic"":7,""semantic_extraction"":10,""format_or_instruction"":8,""semantic_math"":7,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-13/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter13,iteration-13,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E2B-it-qat-UD-Q4_K_XL,,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter13,,,results/benchloop/gemma4-harness-optimized/iteration-13/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,2792.5675465505465,0,1,0,7,96.88,8,7,4943.831687502097,5,56.25,12,8,3812.649333005538,7,81.65,15,8,965.9644160128664,7,64.45,15,8,8572.671125002671,7,50.33,15,0,3061.503042001277,9,71.32,9,0,523.3172920125071,15,100,15
gemma4_harness_optimized_17x,13,gemma-4-E4B-it-qat-UD-Q4_K_XL,2026-06-06T18:23:26.377265+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter13,results/benchloop/gemma4-harness-optimized/iteration-13/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T18:23:26.377265+00:00,openai_compat,raw,v1,iter-13,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls,608.6745846249978,72.72267696629214,76.615,61.63,73.03370786516854,16.224111245795207,28.99504316539287,"{""coding_semantic"":6,""format_cleanup"":2,""semantic_extraction"":10,""format_or_instruction"":6,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-13/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter13,iteration-13,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E4B-it-qat-UD-Q4_K_XL,,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter13,,,results/benchloop/gemma4-harness-optimized/iteration-13/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,4762.243903109467,0,0,0,8,100,8,8,8351.850082995952,4,45.83,12,4,6123.800999979721,11,84.97,15,6,1616.2981670058798,9,68.89,15,6,11136.314040981233,9,60,15,0,5180.1513340033125,9,61.63,9,0,1244.480207999004,15,100,15
gemma4_harness_optimized_17x,14,gemma-4-E2B-it-qat-UD-Q4_K_XL,2026-06-06T18:33:38.362409+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter14,results/benchloop/gemma4-harness-optimized/iteration-14/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T18:33:38.362409+00:00,openai_compat,raw,v1,iter-14,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls;canonicalize_reasonmath_answer_line,387.59719004199724,68.27995599250937,70.63166666666667,71.32,60.67415730337079,21.20903026201619,49.490017155232565,"{""tool_partial_batch"":1,""coding_semantic"":9,""semantic_extraction"":11,""format_or_instruction"":9,""semantic_math"":6,""answer_line"":2,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-14/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter14,iteration-14,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E2B-it-qat-UD-Q4_K_XL,,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter14,,,results/benchloop/gemma4-harness-optimized/iteration-14/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,2887.227888775265,0,1,0,7,96.88,8,9,4931.532333503128,3,43.75,12,7,3588.4775000158697,8,80.38,15,9,946.5309589868411,6,61.11,15,8,9188.35658300668,7,46.67,15,0,3077.6034589798655,9,71.32,9,1,514.7021660231985,14,95,15
gemma4_harness_optimized_17x,14,gemma-4-E4B-it-qat-UD-Q4_K_XL,2026-06-06T18:40:09.517497+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter14,results/benchloop/gemma4-harness-optimized/iteration-14/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T18:40:09.517497+00:00,openai_compat,raw,v1,iter-14,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls;canonicalize_reasonmath_answer_line,600.9901812500029,70.987015917603,76.07833333333333,61.45,67.41573033707866,14.722290070177044,28.704708222791353,"{""tool_partial_batch"":1,""coding_semantic"":7,""semantic_extraction"":10,""format_or_instruction"":7,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-14/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter14,iteration-14,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E4B-it-qat-UD-Q4_K_XL,,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter14,,,results/benchloop/gemma4-harness-optimized/iteration-14/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,4783.85941666137,0,1,0,7,96.88,8,7,8334.218208488892,5,56.25,12,7,5914.143834001152,8,81.67,15,7,1748.3333340205718,8,66.67,15,6,11610.406624997267,9,60,15,0,5193.632832990261,9,61.45,9,1,895.4618749849033,14,95,15
gemma4_harness_optimized_17x,15,gemma-4-E2B-it-qat-UD-Q4_K_XL,2026-06-06T18:50:13.942305+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter15,results/benchloop/gemma4-harness-optimized/iteration-15/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T18:50:13.942305+00:00,openai_compat,raw,v1,iter-15,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls;canonicalize_reasonmath_answer_line;retry_empty,373.3285640000249,69.94556928838952,72.35333333333334,70.7,64.04494382022472,22.248994407348164,48.01390113463622,"{""coding_semantic"":8,""format_cleanup"":1,""semantic_extraction"":10,""format_or_instruction"":7,""semantic_math"":6,""answer_line"":2,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-15/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter15,iteration-15,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E2B-it-qat-UD-Q4_K_XL,,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter15,,,results/benchloop/gemma4-harness-optimized/iteration-15/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,2807.923449112827,0,0,0,8,100,8,9,4948.761645500781,3,41.67,12,8,3771.515125001315,7,78,15,7,954.7077500028536,8,67.78,15,8,9345.47937498428,7,46.67,15,0,3117.0708339777775,9,70.7,9,0,514.857000001939,15,100,15
gemma4_harness_optimized_17x,15,gemma-4-E4B-it-qat-UD-Q4_K_XL,2026-06-06T18:56:30.821105+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter15,results/benchloop/gemma4-harness-optimized/iteration-15/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T18:56:30.821105+00:00,openai_compat,raw,v1,iter-15,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls;canonicalize_reasonmath_answer_line;retry_empty,578.9925504169951,70.4606647940075,74.60333333333334,61.47,68.53932584269663,14.698246480355662,28.745341007594718,"{""tool_partial_batch"":1,""coding_semantic"":8,""format_cleanup"":1,""semantic_extraction"":9,""format_or_instruction"":6,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-15/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter15,iteration-15,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E4B-it-qat-UD-Q4_K_XL,,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter15,,,results/benchloop/gemma4-harness-optimized/iteration-15/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,4686.513342555069,0,1,0,7,93.75,8,9,8324.141041492112,3,41.67,12,5,5950.648875004845,10,83.87,15,6,1587.314291013172,9,73.33,15,6,10925.824416975956,9,60,15,0,5165.8997499907855,9,61.47,9,1,873.6979580135085,14,95,15
gemma4_harness_optimized_17x,16,gemma-4-E2B-it-qat-UD-Q4_K_XL,2026-06-06T19:06:13.104349+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter16,results/benchloop/gemma4-harness-optimized/iteration-16/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T19:06:13.104349+00:00,openai_compat,raw,v1,iter-16,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls;canonicalize_reasonmath_answer_line;retry_empty;retry_malformed_json,384.4892761250085,68.00789044943821,70.775,70.97,59.55056179775281,20.457404218206367,48.53832502470269,"{""tool_partial_batch"":2,""coding_semantic"":9,""format_cleanup"":1,""semantic_extraction"":11,""format_or_instruction"":8,""semantic_math"":6,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-16/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter16,iteration-16,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E2B-it-qat-UD-Q4_K_XL,,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter16,,,results/benchloop/gemma4-harness-optimized/iteration-16/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,2804.213138888978,0,1,0,7,96.88,8,10,4937.275645483169,2,35.42,12,9,3696.815500006778,6,77.9,15,8,975.383042008616,7,64.45,15,7,8796.772333997069,8,53.33,15,0,3071.4325830049347,9,70.97,9,1,525.7380410039332,14,96.67,15
gemma4_harness_optimized_17x,16,gemma-4-E4B-it-qat-UD-Q4_K_XL,2026-06-06T19:12:41.134879+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter16,results/benchloop/gemma4-harness-optimized/iteration-16/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T19:12:41.134879+00:00,openai_compat,raw,v1,iter-16,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls;canonicalize_reasonmath_answer_line;retry_empty;retry_malformed_json,611.2037019589916,72.03731367041199,76.90833333333333,61.61,69.66292134831461,15.535644575243094,28.997075149440622,"{""tool_partial_batch"":1,""coding_semantic"":8,""semantic_extraction"":10,""format_or_instruction"":8,""semantic_math"":4,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-16/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter16,iteration-16,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E4B-it-qat-UD-Q4_K_XL,,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter16,,,results/benchloop/gemma4-harness-optimized/iteration-16/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,4778.691476776859,0,1,0,7,96.88,8,8,8334.076395491138,4,50,12,5,6026.6025000019,10,83.45,15,8,1650.9026669955347,7,64.45,15,5,11451.850042009028,10,66.67,15,0,5158.45979200094,9,61.61,9,0,925.9133750165347,15,100,15
gemma4_harness_optimized_17x,17,gemma-4-E2B-it-qat-UD-Q4_K_XL,2026-06-06T19:22:55.629201+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter17,results/benchloop/gemma4-harness-optimized/iteration-17/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T19:22:55.629201+00:00,openai_compat,raw,v1,iter-17,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls;canonicalize_reasonmath_answer_line;retry_empty;retry_malformed_json,377.5317685829941,68.5452893258427,71.325,70.74,60.67415730337079,20.759300452982778,47.96971973141896,"{""tool_partial_batch"":1,""coding_semantic"":8,""format_cleanup"":1,""semantic_extraction"":11,""format_or_instruction"":8,""semantic_math"":6,""answer_line"":2,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-17/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter17,iteration-17,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E2B-it-qat-UD-Q4_K_XL,,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter17,,,results/benchloop/gemma4-harness-optimized/iteration-17/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,2803.1602545557284,0,1,0,7,96.88,8,9,4944.010708510177,3,41.67,12,8,3844.1548330010846,7,83.28,15,8,944.5944160106592,7,64.45,15,8,9215.024208999239,7,46.67,15,0,3107.4069580063224,9,70.74,9,1,519.6497500000987,14,95,15
gemma4_harness_optimized_17x,17,gemma-4-E4B-it-qat-UD-Q4_K_XL,2026-06-06T19:29:16.682456+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter17,results/benchloop/gemma4-harness-optimized/iteration-17/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T19:29:16.682456+00:00,openai_compat,raw,v1,iter-17,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls;synthesize_missing_batch_calls;canonicalize_reasonmath_answer_line;retry_empty;retry_malformed_json,596.7897189590149,71.70081367041199,76.39833333333334,61.33,69.66292134831461,15.20406358907495,28.567623275313604,"{""tool_partial_batch"":1,""format_cleanup"":1,""coding_semantic"":6,""semantic_extraction"":8,""format_or_instruction"":9,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-17/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter17,iteration-17,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E4B-it-qat-UD-Q4_K_XL,,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter17,,,results/benchloop/gemma4-harness-optimized/iteration-17/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,4784.953726672231,0,1,0,7,96.88,8,7,8375.47820850159,5,54.17,12,4,6100.805750000291,11,86.23,15,9,1746.7598330113105,6,61.11,15,6,11381.526832992677,9,60,15,0,5212.4927080003545,9,61.33,9,0,1075.8092500036582,15,100,15
